stock,0_Absolute energy,0_Average power,0_Entropy,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Peak to peak distance,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,zip,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,firstTradeDateEpochUtc,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
LLY,856985393.891721,24782689.239205357,0.9924619894059084,257.43251037597656,-0.9277779421942688,795.4199829101562,472.49894282486304,137.63610473633247,433.1000061035156,114.52999877929688,285.2300109863281,510.1899719238281,497.7501837421633,0.64604397410253,156.5247406793704,24499.99444474416,46285,Drug Manufacturers - General,Healthcare,43000.0,3.0,4.0,1.0,9.0,5.0,1714521600.0,1703980800.0,86400,2,762.68,764.15,763.33,787.0,762.68,764.15,763.33,787.0,5.2,0.0068,1715731200.0,0.6907,1.42,0.371,115.723526,40.667698,2140711,2140711,2851098,2737920,2737920,782.67,782.8,1200,1300,747892703232,419.8,800.78,20.814056,760.447,641.1719,4.69,0.0061493684,711670890496,0.17083,898100348,950404992,5108914,5420666,1711584000,1714435200,0.0054,0.00164,0.83916,1.96,0.006,964849024,14.229,55.303955,1703980800,1735603200,1711843200,0.668,6138399744,6.8,19.35,0.98,2:1,876960000.0,19.806,53.214,0.7463597,0.26159418,1.3,1707868800.0,NYQ,EQUITY,76253400,-14400000,786.92,1023.0,600.0,858.83,875.0,2.0,buy,25.0,2652499968,2.946,13373700096.0,26346500096.0,0.674,1.354,35932098560,204.278,39.919,0.12604,0.50747,-1232225024.0,3675500032.0,0.664,0.26,0.80160004,0.37219003,0.312,USD,1.3028
MDT,24580474.4533911,710829.2207458387,0.9342723607337524,7.275253295898437,1.219277227765878,106.30999755859376,84.0866613881579,4.542208769329827,83.58290100097656,3.677101135253906,69.2249984741211,37.084999084472656,84.29850054307413,0.4797460214001973,5.972484441498627,35.67057040394317,2,Medical Devices,Healthcare,95000.0,9.0,6.0,3.0,6.0,6.0,1714521600.0,1703980800.0,86400,2,84.3,84.69,83.69,84.745,84.3,84.69,83.69,84.745,2.76,0.0327,1710979200.0,0.873,2.52,0.795,26.901587,15.548624,5161269,5161269,6157424,4825120,4825120,84.37,84.39,800,900,112519462912,68.84,91.0,3.481419,82.855,81.1722,2.75,0.03262159,129000439808,0.12998,1325498850,1327820032,14027583,12434732,1711584000,1714435200,0.0106,0.0011,0.85619,2.32,0.0106,1327820032,38.952,2.175498,1682640000,1714262400,1706227200,0.082,4200999936,3.15,5.45,4.61,2:1,938390400.0,3.991,14.867,-0.04831791,0.26159418,0.69,1710979200.0,NYQ,EQUITY,105197400,-14400000,84.74,104.0,75.0,94.0,95.5,2.5,buy,26.0,8320999936,6.267,8677000192.0,25181999104.0,1.459,2.299,32320000000,48.431,24.298,0.042290002,0.081709996,5508250112.0,6470000128.0,0.078,0.047,0.65724,0.26847,0.19173999,USD,1.5968
MRK,40231419.74117991,1163430.299050894,0.9548592778840662,12.794998168945312,-0.6026731801553584,132.22000122070312,107.186803722354,9.243168378077344,107.6500015258789,6.425300598144531,83.69999694824219,48.52000427246094,107.84683353296737,0.0275637764928718,11.913379490015672,141.92861087312608,07065,Drug Manufacturers - General,Healthcare,70000.0,7.0,5.0,5.0,3.0,4.0,1714521600.0,1703980800.0,86400,2,128.66,128.88,128.83,131.7,128.66,128.88,128.83,131.7,3.08,0.0239,1710374400.0,3.3332999,2.89,0.402,146.33333,14.237838,5002580,5002580,8245434,6763600,6763600,131.42,131.44,800,800,335204155392,99.14,133.1,5.459084,126.64,114.43695,2.96,0.023006372,354530852864,0.03756,2527943319,2532809984,18754018,19592222,1711584000,1714435200,0.0074,0.00053,0.78742,2.72,0.0074,2545210112,15.937,8.263788,1703980800,1735603200,1711843200,0.688,2305999872,0.9,9.25,0.26,1048:1000,1622678400.0,5.774,16.714,0.12112236,0.26159418,0.77,1710374400.0,NYQ,EQUITY,-252322200,-14400000,131.7,143.6,109.33,131.02,132.49,1.8,buy,25.0,5618999808,2.218,21211000832.0,34218999808.0,0.725,1.253,61403000832,84.65,24.215,0.10257,0.05311,9593875456.0,14757000192.0,0.685,0.089,0.74851,0.34544,0.42466,USD,0.1006
PFE,5475472.473356915,158342.1767888061,0.959158186511853,16.61250114440918,-1.295940070788563,54.70000076293945,38.8317514763088,7.522399234798566,38.63999938964844,8.394998550415039,25.270000457763672,29.43000030517578,39.786480106135066,0.0790202826549455,8.663664150812364,75.05907651807132,10001-2192,Drug Manufacturers - General,Healthcare,88000.0,10.0,7.0,7.0,1.0,7.0,1714521600.0,1703980800.0,86400,2,28.38,28.49,28.48,28.985,28.38,28.49,28.48,28.985,1.68,0.0592,1715212800.0,4.4323997,4.02,0.585,,11.354331,25368545,25368545,42741719,52900290,52900290,28.8,28.81,4000,3100,163769958400,25.2,40.37,2.9836571,27.0666,29.95315,1.65,0.058139537,219066908672,-0.00563,5657809679,5666590208,62509317,64997268,1711584000,1714435200,0.011,0.00048000002,0.69064003,1.7,0.011,5678569984,16.284,1.7710636,1703980800,1735603200,1711843200,-0.438,-288000000,-0.05,2.54,-10.59,1054:1000,1605571200.0,3.991,22.77,-0.22775513,0.26159418,0.42,1706140800.0,NYQ,EQUITY,76253400,-14400000,28.84,41.69,25.02,29.17,28.26,2.5,buy,22.0,11928999936,2.105,9621000192.0,69902000128.0,0.67,1.047,54889000960,75.522,9.717,0.0093,-0.00262,3464875008.0,8577999872.0,-0.434,-0.195,0.59413,0.17528,0.31631002,USD,1.029
REGN,2138505849.7538283,61842274.42897133,0.9932674806553642,111.3125,-0.509854890227992,994.3400268554688,779.0475055201614,84.59478437979601,764.8099975585938,59.97998046875,541.0599975585938,453.280029296875,786.2849087449795,0.0584286654426301,106.43750214522498,11328.941862914771,10591-6707,Biotechnology,Healthcare,13677.0,10.0,10.0,9.0,10.0,10.0,1714521600.0,1703980800.0,86400,2,984.64,988.0,966.335,988.175,984.64,988.0,966.335,988.175,,,,,,0.168,28.84972,20.412367,438896,438896,453613,457430,457430,975.46,979.9,100,100,106826809344,684.81,998.33,8.154656,942.4502,877.10944,,,98412183552,0.29448998,103205430,108367000,1573831,1421410,1711584000,1714435200,0.0143,0.01689,0.90199,3.41,0.0150999995,109326000,250.149,3.9062319,1703980800,1735603200,1711843200,-0.117,3857799936,33.87,47.87,2.25,,,7.512,22.243,0.31350136,0.26159418,,,NMS,EQUITY,670602600,-14400000,977.14,1185.0,720.0,1057.62,1062.5,2.0,buy,24.0,10519499776,97.506,4424500224.0,2703300096.0,4.396,5.27,13100099584,10.016,122.574,0.07739,0.15283,3029825024.0,4738899968.0,-0.126,-0.005,0.51311,0.33775002,0.24118,USD,1.6203
SYK,262448970.78557533,7589617.431624504,0.9854575214604382,63.77250671386719,-0.7577011314878659,359.9429931640625,271.9155828426876,35.730117979481264,276.2099914550781,25.409988403320312,189.28500366210935,170.65798950195312,275.45277755766244,0.0785507128502132,44.00168714438772,1936.1484715525755,49002,Medical Devices,Healthcare,52000.0,5.0,5.0,4.0,6.0,5.0,1714521600.0,1703980800.0,86400,2,324.3,325.91,324.3,332.0,324.3,325.91,324.3,332.0,3.2,0.0099,1719532800.0,0.3539,1.05,0.919,37.844746,24.72185,1076446,1076446,1247685,1608110,1608110,330.37,330.49,1200,800,126393655296,249.98,361.41,6.0293684,343.4674,307.2945,3.1,0.00955905,134535012352,0.16033001,341281478,380950016,4259231,4243998,1711584000,1714435200,0.0112,0.05386,0.79937,3.44,0.0117999995,381255008,50.327,6.587319,1703980800,1735603200,1711843200,0.331,3360999936,8.76,13.41,2.42,2:1,1084752000.0,6.418,24.74,0.14198184,0.26159418,0.8,1711497600.0,NYQ,EQUITY,322151400,-14400000,331.52,406.0,345.0,379.41,379.0,2.1,buy,24.0,2407000064,6.318,5438000128.0,13400000512.0,0.845,1.71,20963000320,69.894,55.173,0.07226,0.18638,2291875072.0,3470000128.0,0.331,0.097,0.63994,0.25941,0.18558,USD,2.7628
TMO,1017213768.3458204,29416245.469803948,0.9827153307571774,45.27749633789063,0.5973991850054814,607.010009765625,541.236950422443,26.32403630650872,545.0850219726562,22.80999755859375,421.3949890136719,185.61502075195312,542.2890484499517,-0.7364810858157882,33.76352419650607,1139.9755661680506,02451,Diagnostics & Research,Healthcare,122000.0,5.0,7.0,3.0,1.0,2.0,1714521600.0,1703980800.0,86400,2,594.8,600.0,595.1,601.92,594.8,600.0,595.1,601.92,1.56,0.0026,1710374400.0,0.0924,0.22,0.799,38.439667,24.534618,723090,723090,1346780,1373610,1373610,598.63,598.89,800,1000,228605902848,415.6,603.82,5.3799753,576.6488,531.85626,1.44,0.0024209819,255565873152,0.142,380784935,381716000,2768516,2581175,1711584000,1714435200,0.0073,0.0018600001,0.92163,2.01,0.0073,381716000,119.24,5.0225596,1703980800,1735603200,1711756800,0.03,6033999872,15.58,24.41,4.13,3:2,834019200.0,6.014,23.712,0.1401844,0.26159418,0.39,1710374400.0,NYQ,EQUITY,322151400,-14400000,598.89,670.0,553.0,622.29,620.0,2.1,buy,24.0,7249999872,18.993,10778000384.0,35663998976.0,1.191,1.696,42491998208,78.171,110.369,0.048210002,0.13616,6073625088.0,8928000000.0,0.042,-0.034,0.40365002,0.25365,0.16675,USD,2.3962
UNH,886083193.5465087,25624152.502790883,0.9797633913053896,38.1300048828125,-0.8091499137697844,557.47998046875,505.5294166249531,20.95944964035274,504.9100036621094,19.050018310546875,437.2200012207031,120.25997924804688,506.129870066346,-0.0706938498003803,24.646588003431184,607.4543002108779,55343,Healthcare Plans,Healthcare,440000.0,6.0,5.0,5.0,1.0,2.0,1714521600.0,1703980800.0,86400,2,513.88,514.83,514.83,522.59,513.88,514.83,514.83,522.59,7.52,0.0146,1709856000.0,0.4591,1.37,0.561,31.583284,16.666132,1944808,1944808,4367065,2817040,2817040,516.22,516.42,2200,1100,476437315584,436.38,554.7,1.2554773,483.2634,508.9494,7.52,0.014633766,524124487680,0.04048,917531881,920385024,7467490,7770055,1711584000,1714435200,0.0081,0.00226,0.89483,1.36,0.0081,920385024,94.226,5.493707,1703980800,1735603200,1711843200,,15361000448,16.39,31.06,1.44,2:1,1117497600.0,1.381,14.974,0.059961677,0.26159418,1.88,1709856000.0,NYQ,EQUITY,466867800,-14400000,517.65,675.0,460.0,567.48,565.0,1.8,buy,23.0,32710000640,35.539,35001999360.0,73637003264.0,0.758,0.817,379486994432,75.979,410.145,0.070879996,0.17222,-930124992.0,13884999680.0,,0.086,0.24054001,0.09224,0.07947,USD,1.4529
VRTX,404934315.6056566,11710072.747416329,0.9847132685358906,70.51498413085938,-0.8923231520270276,447.3399963378906,338.6065649786379,41.16674980859858,339.3699951171875,41.76998901367188,244.69500732421875,202.64498901367188,342.150366869456,0.4087475279800312,49.116877977644506,2412.46770227082,02210,Biotechnology,Healthcare,5400.0,9.0,6.0,8.0,6.0,8.0,1714521600.0,1703980800.0,86400,2,428.59,431.0,428.62,439.155,428.59,431.0,428.62,439.155,,,,,,0.387,28.353855,24.012075,734720,734720,1023132,1171710,1171710,437.12,437.83,100,100,113251246080,320.01,448.4,11.119415,407.9546,386.7955,,,101149097984,0.39464,257307613,258052992,3871329,3975531,1711584000,1714435200,0.015,0.00112,0.96352994,4.02,0.015,258860000,71.804,6.092975,1703980800,1735603200,1711843200,0.571,4019399936,15.43,18.22,1.91,2:1,967075200.0,9.931,22.067,0.25612545,0.26159418,,,NMS,EQUITY,680362200,-14400000,437.5,577.0,325.0,467.42,458.0,2.2,buy,25.0,10171299840,39.415,4583699968.0,721299968.0,3.152,3.501,10184999936,3.889,39.492,0.12821999,0.24375999,3308649984.0,3944000000.0,0.565,0.133,0.55353,0.45004,0.45202,USD,0.5757
ZTS,101048237.25032052,2922158.393589373,0.962687491937165,18.089988708496094,-0.4973748890057585,201.05999755859372,170.33968919024505,11.16545927219784,170.1699981689453,9.110000610351562,131.5449981689453,69.51499938964844,170.91850675040754,-0.0105660594390545,14.054402739349078,197.5262363598229,07054,Drug Manufacturers - Specialty & Generic,Healthcare,14100.0,5.0,2.0,2.0,7.0,3.0,1714521600.0,1703980800.0,86400,2,168.87,170.85,171.26,174.99,168.87,170.85,171.26,174.99,1.73,0.010199999,1713398400.0,0.3,0.64,0.857,33.4556,27.120502,1828407,1828407,3739344,3153300,3153300,172.79,172.86,900,900,79075926016,144.8,201.92,9.053804,165.5048,179.02235,1.557,0.00922011,81873559552,0.27376,455377984,456295008,5171343,3651701,1711584000,1714435200,0.0113,0.00242,0.94282997,1.21,0.0113,456295008,11.069,15.656338,1703980800,1735603200,1711843200,0.085,2391000064,5.18,6.39,3.07,,,9.374,22.953,-0.056275845,0.26159418,0.432,1713398400.0,NYQ,EQUITY,1359729000,-14400000,173.3,248.0,180.0,213.7,217.0,1.8,buy,14.0,1975000064,4.328,3567000064.0,6800000000.0,1.712,3.331,8734000128,134.6,18.995,0.13989,0.50047,1485374976.0,2399000064.0,0.099,0.095,0.70082,0.4084,0.36575,USD,2.9027
AMTD,146451.69605422163,4293.512050842031,0.7889123781484035,3.839774787425995,42.17913417076993,53.87999725341797,5.127867579425206,2.2767681692804245,4.772249937057495,1.4101500511169434,1.649999976158142,52.22999727725983,6.551529359193863,4.985569738189664,4.077684518480926,16.627511032259026,,Asset Management,Financial Services,,,,,,,,,86400,4,1.85,1.92,1.85,1.9088,1.85,1.92,1.85,1.9088,,,,,,0.475,0.6391919,,66463,66463,45424,53380,53380,1.88,1.9,800,3100,1782648832,1.65,5.25,9.84298,1.73552,2.423905,,,352958752,0.87127,107210381,77934000,32559,37137,1711584000,1714435200,0.0004,,0.0113699995,0.65,,939027008,128.138,0.0148152765,1672444800,1703980800,1688083200,0.005,143522944,2.97,,,1:3,1700179200.0,1.949,,-0.6329365,0.26159418,,,NYQ,EQUITY,1565011800,-14400000,1.8984,,,,,2.0,buy,,379680000,1.398,,96447000.0,5.242,6.269,181108640,6.529,27.353,0.11192001,0.12569,,,,1.192,1.0,,0.81706,USD,
AXP,98884415.6512934,2898986.09355888,0.9687731946817788,23.23500061035156,0.8983781722723836,242.41000366210935,168.38216378680428,18.90831718108185,160.5989532470703,10.947502136230469,132.75999450683594,109.65000915527344,170.23913913476264,1.325642256710848,25.07611237450693,628.8114118188997,10285,Credit Services,Financial Services,74600.0,2.0,6.0,1.0,6.0,2.0,1714521600.0,1703980800.0,86400,2,241.53,241.63,240.25,242.84,241.53,241.63,240.25,242.84,2.8,0.0116,1720137600.0,0.2059,1.31,1.203,19.879835,17.47757,1507006,1507006,2947845,2787270,2787270,241.58,241.61,900,1000,173740441600,140.91,243.54,3.0535421,227.1944,185.83385,2.5,0.010350681,170704273408,0.15809,565933256,719302976,7322029,6661478,1711584000,1714435200,0.010199999,0.21187,0.65054,2.2,0.0128999995,719302976,40.006,6.0375943,1703980800,1735603200,1711843200,0.342,8869000192,12.15,13.82,1.42,10000:8753,1128297600.0,3.0,,0.5880729,0.26159418,0.7,1712188800.0,NYQ,EQUITY,76253400,-14400000,241.54,247.43,115.81,211.28,221.43,2.5,buy,23.0,53775998976,74.761,,50746998784.0,1.618,1.621,56897998848,176.425,77.996,0.03562,0.32854998,,24487999488.0,0.388,0.099,0.55731,,0.21673,USD,2.5023
BAC,3583002.2363591483,105042.57509115063,0.9273396503993327,5.586249351501465,-1.0809567446575377,39.05989837646485,32.2347274430332,2.8653395671498223,32.650001525878906,2.938749313354492,25.100000381469727,13.959897994995115,32.40552250363556,-0.0621575750335616,3.3226849695680243,11.040235406993263,28255,Banks - Diversified,Financial Services,212000.0,3.0,6.0,6.0,9.0,7.0,1714521600.0,1703980800.0,86400,2,38.49,38.8,38.775,39.24,38.49,38.8,38.775,39.24,0.96,0.0249,1717718400.0,0.3241,2.41,1.375,13.439654,11.774924,21498015,21498015,38662596,29742410,29742410,38.84,38.85,2900,3200,304798892032,24.96,39.24,3.2648046,36.9096,32.0313,0.94,0.024421927,225707048960,0.26808,7792607990,7820369920,72033296,72084831,1711584000,1714435200,0.0092,0.13294,0.59786,1.75,0.0106,7820369920,33.705,1.1563566,1703980800,1735603200,1711843200,-0.182,23352000512,2.9,3.31,1.58,2:1,1093824000.0,2.418,,0.34721732,0.26159418,0.24,1709164800.0,NYQ,EQUITY,99153000,-14400000,38.975,42.62,31.5,36.88,36.13,2.4,buy,24.0,830731976704,106.227,,727036002304.0,,,93358997504,,11.664,0.00774,0.08724,,40742998016.0,-0.194,-0.033,,,0.29642,USD,3.9453
BK,7472556.739019252,219072.3171802771,0.9120029083028665,7.305000305175781,-0.519503071460163,58.71500015258789,46.51513058303529,4.276162367022946,44.76499938964844,2.542499542236328,37.18000030517578,21.53499984741211,46.79830240048447,0.8131510228757569,5.140402164263534,26.423734410365224,10286,Asset Management,Financial Services,52100.0,1.0,1.0,6.0,2.0,1.0,1714521600.0,1703980800.0,86400,2,58.35,58.63,58.4,58.915,58.35,58.63,58.4,58.915,1.68,0.028800001,1714003200.0,0.4085,2.96,1.102,14.736842,9.671053,1598834,1598834,3559850,2969080,2969080,58.65,58.66,900,800,43971579904,39.66,58.915,2.51338,56.4484,50.1629,1.63,0.027934877,-56787947520,0.19028,745213436,747816000,8560408,7069930,1711584000,1714435200,0.0114,0.0015199999,0.86123,2.35,0.0115,747816000,48.442,1.2138227,1703980800,1735603200,1711843200,0.044,3092999936,3.99,6.08,0.98,9434:10000,1183334400.0,-3.246,,0.43507135,0.26159418,0.42,1714003200.0,NYQ,EQUITY,105283800,-14400000,58.8,70.0,57.0,64.5,65.56,2.1,buy,15.0,173901004800,232.545,,68941996032.0,,,17494999040,,22.648,0.00775,0.08173,,1440000000.0,0.106,0.026,,,0.30556,USD,0.7772
BLK,1681251688.0665913,49289114.279290274,0.9921511580607894,98.62998962402344,-0.6616098219895568,842.8699951171875,698.798656557537,54.59541641339389,693.6549987792969,49.46499633789063,519.0449829101562,323.82501220703125,701.9591759226139,0.0826175548288877,66.53662341400137,4427.122255336636,10001,Asset Management,Financial Services,19300.0,6.0,7.0,10.0,1.0,8.0,1714521600.0,1703980800.0,86400,2,802.96,809.12,807.68,818.18,802.96,809.12,807.68,818.18,20.4,0.0254,1709683200.0,0.5108,2.51,1.381,20.717916,17.41243,491106,491106,612016,586970,586970,813.15,813.6,900,900,121146146816,596.18,845.0,6.6041293,793.46,740.37274,20.1,0.02503238,123874844672,0.32261002,139101470,148600000,1630139,1823435,1711584000,1714435200,0.011,0.00962,0.89138,2.39,0.0111,148600000,267.042,3.0528905,1703980800,1735603200,1711843200,0.36,5918000128,39.35,46.82,1.54,,,6.753,17.558,0.23410797,0.26159418,5.1,1709683200.0,NYQ,EQUITY,938784600,-14400000,815.25,1070.0,842.0,930.54,915.0,1.9,buy,13.0,9096999936,61.218,7055000064.0,11632000000.0,2.004,2.663,18343999488,27.864,123.095,0.03374,0.15170999,4560249856.0,4151000064.0,0.372,0.114,0.48997003,0.38459,0.36421,USD,2.4592
C,8184651.201777855,239948.73062966447,0.9421229596751478,6.751250267028809,0.2393182428236948,64.06500244140625,48.66242931540378,4.375438922741054,47.6648006439209,3.4051990509033203,38.2400016784668,25.825000762939453,48.97738311499544,0.7266419475587301,5.545451281579442,30.75202991637108,10013,Banks - Diversified,Financial Services,237000.0,4.0,2.0,4.0,1.0,1.0,1714521600.0,1703980800.0,86400,2,63.59,63.63,63.6015,64.39,63.59,63.63,63.6015,64.39,2.12,0.033299997,1714694400.0,0.6122,3.7,1.483,18.71137,9.607784,7331815,7331815,14491840,10577870,10577870,64.03,64.06,1400,1200,122419503104,38.17,64.39,1.7577645,60.6016,50.1184,2.1,0.033024058,-223326912512,0.11477,1845867462,1907440000,27007224,29791538,1711584000,1714435200,0.014199999,0.030739998,0.71261,1.75,0.014199999,1907440000,99.078,0.64777243,1703980800,1735603200,1711843200,-0.268,6602999808,3.43,6.68,1.28,1:10,1304899200.0,-3.207,,0.35067964,0.26159418,0.53,1714694400.0,NYQ,EQUITY,221149800,-14400000,64.18,79.68,46.79,61.84,60.68,2.2,buy,22.0,1029324013568,539.636,,666290028544.0,,,69645000704,,36.239,0.00333,0.03909,,-53761998848.0,-0.281,-0.053,,,0.25557,USD,1.0128
CB,154345081.13834977,4524921.757207558,0.9714984728643392,27.42171859741211,-0.3479618724960107,260.20001220703125,211.7055429635266,16.416484412192737,208.57100677490237,13.541007995605469,173.97000122070312,86.23001098632812,212.68746033788503,0.7439408216877029,20.413693039178657,416.7188634978112,8001,Insurance - Property & Casualty,Financial Services,40000.0,9.0,9.0,3.0,6.0,8.0,1714521600.0,1703980800.0,86400,2,253.16,252.4,251.9885,253.7,253.16,252.4,251.9885,253.7,3.44,0.0136,1710374400.0,0.1529,1.83,0.633,11.239005,10.674684,570913,570913,1571739,1153100,1153100,252.63,252.65,800,1100,103289495552,183.71,260.58,1.9943522,251.935,228.9795,3.44,0.013588245,120449417216,0.17916,403478497,406060992,2741561,2363900,1711584000,1714435200,0.0068,0.00622,0.86029,1.67,0.0068,408275008,149.089,1.6969059,1703980800,1735603200,1711843200,0.133,9278999552,22.51,23.7,0.66,3:1,888883200.0,2.326,11.42,0.2726084,0.26159418,0.86,1710374400.0,NYQ,EQUITY,733069800,-14400000,252.99,294.0,244.0,270.1,275.0,2.4,buy,20.0,7615000064,18.753,10547000320.0,21369999360.0,0.184,0.388,51790999552,33.167,126.725,0.02931,0.1604,11071875072.0,13601000448.0,0.155,0.192,0.28157,0.20365,0.21301001,USD,3.629
COF,42703729.56523979,1251941.646591609,0.9608018113501572,18.562501907348636,-0.4585019588563486,149.9199981689453,110.77760703119276,12.577616734167322,107.2300033569336,9.115001678466797,84.27999877929688,65.63999938964844,111.87380048442957,0.7342407152805345,15.62270832066527,244.06901527258387,22102,Credit Services,Financial Services,51300.0,2.0,5.0,7.0,2.0,2.0,1714521600.0,1703980800.0,86400,2,143.08,144.04,143.5379,145.38,143.08,144.04,143.5379,145.38,2.4,0.0168,1715299200.0,0.1879,1.78,1.463,11.2918625,8.946684,1479117,1479117,2677806,1602610,1602610,143.95,143.99,1200,800,55115161600,88.23,149.94,2.0434213,141.7884,121.07805,2.4,0.016773833,61218410496,0.19305,364418579,381921984,12396075,11298013,1711584000,1714435200,0.0325,0.0434,0.89989,5.02,0.032899998,381921984,138.605,1.0411601,1703980800,1735603200,1711843200,0.333,4895000064,12.78,16.13,-10.8,3:1,928281600.0,2.27,,0.51103604,0.26159418,0.6,1715299200.0,NYQ,EQUITY,784996200,-14400000,144.31,189.0,111.0,152.48,154.0,2.7,hold,17.0,52627001344,137.795,,54355001344.0,,,26972000256,,70.552,0.01092,0.092609994,,20593000448.0,0.355,0.1,,,0.23828,USD,1.8127
GS,411757227.7551478,12071452.001030426,0.9799175061802652,48.852500915527344,0.3212874025482235,464.489990234375,345.68938539064504,27.51837849846999,339.5249938964844,20.03500366210937,278.6300048828125,185.8599853515625,347.3890335174544,0.7233613365005366,34.32185071392779,1177.9894364291454,10282,Capital Markets,Financial Services,44400.0,5.0,5.0,8.0,6.0,6.0,1714521600.0,1703980800.0,86400,2,458.47,461.59,460.945,465.18,458.47,461.59,460.945,465.18,11.0,0.024,1717027200.0,0.41889998,2.25,1.393,18.121542,12.277118,1425753,1425753,2332913,2130930,2130930,464.3,464.39,900,1100,150003335168,289.36,465.18,3.2102754,412.523,364.3068,10.75,0.023447555,-160274350080,0.20146999,337669998,322463008,5863582,5086487,1711584000,1714435200,0.0182,0.00527,0.75112,2.36,0.0183,326112000,314.474,1.479232,1703980800,1735603200,1711843200,0.278,8700999680,25.67,37.89,0.78,,,-3.43,,0.38854563,0.26159418,2.75,1709078400.0,NYQ,EQUITY,925824600,-14400000,465.18,478.99,333.53,416.93,421.55,2.2,buy,21.0,1050186022912,3090.689,,722595020800.0,1.432,1.548,46726000640,607.856,138.222,0.00582,0.07944,,-50028998656.0,0.318,0.121,0.83492994,,0.38417,USD,3.6096
ICE,42442804.88365295,1244292.1396556126,0.948753759802853,13.363750457763672,-0.2822635966139852,140.27499389648438,110.82190792893188,9.845841193816527,108.20549774169922,6.697498321533203,89.1500015258789,51.12499237060547,111.53149593228105,0.7116437094580405,12.56102336132552,157.77930788376543,30328,Financial Data & Stock Exchanges,Financial Services,13226.0,1.0,8.0,8.0,3.0,4.0,1714521600.0,1703980800.0,86400,2,134.39,134.89,134.89,137.97,134.39,134.89,134.89,137.97,1.8,0.0134000005,1718150400.0,0.39310002,1.24,1.029,31.714945,20.966566,1758923,1758923,2377504,2331110,2331110,137.6,137.62,1200,800,79131795456,103.81,140.43,9.440681,134.3622,122.638,1.71,0.012724161,98580029440,0.29587,568267451,573585024,4211903,4969360,1711584000,1714435200,0.0073,0.01059,0.92657995,1.88,0.0074,577694016,45.792,3.0127535,1703980800,1735603200,1711843200,0.171,2480000000,4.35,6.58,2.39,5:1,1478217600.0,11.761,19.231,0.23747694,0.26159418,0.45,1710374400.0,NYQ,EQUITY,1132151400,-14400000,137.96,166.0,139.0,153.69,155.0,1.9,buy,13.0,863000000,1.505,5126000128.0,22308999168.0,0.031,1.006,8382000128,84.861,14.77,0.018,0.102910005,7788624896.0,3897999872.0,0.137,0.208,1.0,0.61155,0.47991002,USD,2.5838
